LENGTH,TIME #1
1,0.16597313799866242
2,0.15222693699979573
3,0.19659079799748724
4,0.5491755599978205
5,8.092994922000798
6,220.2597587249984

LENGTH,TIME #128
1,0.1971384520002175
2,0.1763110490028339
3,0.18798234200221486
4,0.3643271239998285
5,14.919945630997972
6,413.37830778900025

LENGTH,TIME #32
1,0.22828783400109387
2,0.16977947300256346
3,0.16110919000129797
4,0.6310890800014022
5,16.59582832600063
6,444.7360101409977

LENGTH,TIME #1
1,0.24331515399899217
2,0.22209372600264032
3,0.23796978000245872
4,0.6683598320014426
5,10.510727098000643
6,247.32754464900063

